@relation sms_spam

@attribute id NUMERIC
@attribute text string
@attribute class {ham,spam}

@data
49,'Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck? ',?
50,'Hi. Im sorry i missed your call. Can you pls call back.',?
51,'Package all your programs well',?
52,'Were trying to find a Chinese food place around here',?
53,'Full heat pa:-) i have applyed oil pa.',?
54,'No dear i do have free messages without any recharge. Hi hi hi',?
55,'I dont knw pa, i just drink milk..',?
56,'1000s flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!',?
57,'"Hey j! r u feeling any better, hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx"',?
58,'"Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx"',?
59,'Sure but since my parents will be working on Tuesday I dont really need a cover story',?
60,'Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?',?
61,'That one week leave i put know that time. Why.',?
62,'Yeah confirmed for you staying at  that weekend',?
63,'Lol no. Just trying to make your day a little more interesting',?
64,'FreeMsg Why havent you replied to my text? Im Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end',?
65,'You also didnt get na hi hi hi hi hi',?
66,'HEY MATE! HOWS U HONEY?DID U AVE GOOD HOLIDAY? GIMMI DE GOSS!x',?
67,'You have won a guaranteed 32000 award or maybe even £1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???',?
68,'Probably, want to pick up more?',?
69,'U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?',?
70,'You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm',?
71,'I finished my lunch already. U wake up already?',?
72,'Thats good, because I need drugs',?
73,'* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! Whens yours, i cant remember.',?
74,'Pls speak with me. I wont ask anything other then you friendship.',?
75,'S:)but he had some luck.2 catches put down:)',?
76,'Actually im waiting for 2 weeks when they start putting ad.',?
77,'SMS. ac sun0819 posts HELLO:"You seem cool, wanted to say hi. HI!!!" Stop? Send STOP to 62468',?
78,'It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c',?
79,'Wah lucky man... Then can save money... Hee...',?
80,'Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe',?
81,'Somebody should go to andros and steal ice',?
82,'Sad story of a Man - Last week was my bday. My Wife didnt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said,  Happy Bday Boss !!. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said, do u mind if I go into the bedroom for a minute ?  OK, I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... .....  NAKED...!',?
83,'Ok no prob...',?
84,'Dear good morning how you feeling dear',?
85,'How are you doing. Hows the queen. Are you going for the royal wedding',?
86,'Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Whos It? Reply With Reason, If U r Brilliant.',?
87,'Love you aathi..love u lot..',?
88,'Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor...',?
89,'Ard 530 lor. I ok then message ü lor.',?
90,'K actually can you guys meet me at the sunoco on howard? It should be right on the way',?
91,'Sorry, I cant help you on this.',?
92,'Tunji, hows the queen? how are you doing. This is just wishing you a great day. Abiola.',?
93,'Im ok. Will do my part tomorrow',?
94,'Thought we could go out for dinner. Ill treat you! Seem ok?',?
95,'Yes, my reg is  Ciao!',?
96,'You know what hook up means right?',?
97,'Then ü wait 4 me at bus stop aft ur lect lar. If i dun c ü then i go get my car then come back n pick ü.',?
98,'Wat time liao, where still got.',?
99,'Do you know when the result.',?
100,'Not planned yet :)going to join company on jan 5 only.don know what will happen after that.',?
101,'Gosh that , what a pain. Spose I better come then.',?
102,'Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56',?
103,'Imagine Life WITHOUT ME... see.. How fast u are searching me?Dont worry.. lm always there To disturb U.. Goodnoon..:)',?
104,'K, I might come by tonight then if my class lets out early',?
105,'K go and sleep well. Take rest:-).',?
106,'Awesome, plan to get here any time after like  &lt;#&gt; , Ill text you details in a wee bit',?
107,'Moji i love you more than words. Have a rich day',?
108,'Understand. his loss is my gain :) so do you work? School?',?
109,'Twinks, bears, scallies, skins and jocks are calling now. Dont miss the weekends fun. Call 08712466669 at 10p/min. 2 stop texts call 08712460324(nat rate)',?
110,'You dont know you jabo me abi.',?
111,'U repeat e instructions again. Wats e road name of ur house?',?
112,'Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo',?
113,'Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.',?
114,'Ok.ok ok..then..whats ur todays plan',?
115,'Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i havent done any of y stuff42moro and that includes all my time sheets and that. Sorry. ',?
116,'Nimbomsons. Yep phone knows that one. Obviously, cos thats a real word',?
117,'It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And shell be able to deliver and have basic care. Im currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.',?
118,'Ok... But bag again..',?
119,'The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL',?
120,'Ugh hopefully the asus ppl dont randomly do a reformat.',?
121,'Sure, Ill see if I can come by in a bit',?
122,'House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..',?
123,'Sending you greetings of joy and happiness. Do have a gr8 evening',?
124,'Does daddy have a bb now.',?
125,'Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or £10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+',?
126,'I want to send something that can sell fast.  &lt;#&gt; k is not easy money.',?
127,'I dont have anybodys number, I still havent thought up a tactful way to ask alex',?
128,'Am going to take bath ill place the key in window:-)',?
129,'Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later.',?
130,'Wish u many many returns of the day.. Happy birthday vikky..',?
131,'Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat... ',?
132,'Ok no prob. Take ur time.',?
133,'Rightio. 11.48 it is then. Well arent we all up bright and early this morning.',?
134,'Wewa is 130. Iriver 255. All 128 mb.',?
135,'Lol thats different. I dont go trying to find every real life photo you ever took.',?
136,'Sac needs to carry on:)',?
137,'FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone',?
138,'YO YO YO BYATCH WHASSUP?',?
139,'+123 Congratulations - in this weeks competition draw u have won the £1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm',?
140,'Hey elaine, is todays meeting still on?',?
141,'Sounds like a plan! Cardiff is still here and still cold! Im sitting on the radiator!',?
142,'Thank you baby! I cant wait to taste the real thing...',?
143,'He said i look pretty wif long hair wat. But i thk hes cutting quite short 4 me leh.',?
144,'I dont thnk its a wrong calling between us',?
145,'After the drug she will be able to eat.',?
146,'This is the 2nd time we have tried 2 contact u. U have won the £750 Pound prize. 2 claim is easy, call 087187272008 NOW1! Only 10p per minute. BT-national-rate.',?
147,'Will do, you gonna be at blakes all night? I might be able to get out of here a little early',?
148,'Rock yr chik. Get 100s of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel',?
149,'Ü dun need to pick ur gf?',?
150,'Sorry da thangam.its my mistake.',?
151,'December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 ',?
152,'XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL',?
153,'Oh, my love, its soooo good to hear from you. Omg I missed you so much today. Im sorry your having problems with the provider but thank you for tming me',?
154,'Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.',?
155,'Then u drive lor.',?
156,'Yar lor actually we quite fast... Cos da ge slow wat... Haha...',?
157,'Want to finally have lunch today?',?
158,'Im gonna rip out my uterus.',?
159,'Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468',?
160,'Am i that much dirty fellow?',?
161,'* Will have two more cartons off u and is very pleased with shelves',?
162,'When u wana see it then',?
163,'I came hostel. I m going to sleep. Plz call me up before class. Hrishi.',?
164,'URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only',?
165,'I dont know u and u dont know me. Send CHAT to 86688 now and lets find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.',?
166,'Yup ok...',?
167,'Can come my room but cannot come my house cos my house still messy... Haha...',?
168,'Wishing you and your family Merry "X" mas and HAPPY NEW Year in advance..',?
169,'"Life is nothing wen v get everything". But "life is everything wen v miss something ". Real value of people wil be realized only in their absence.... gud mrng',?
170,'U can call me now...',?
171,'Unfortunately ive just found out that we have to pick my sister up from the airport that evening so dont think ill be going out at all. We should try to go out one of th',?
172,'Ding me on ya break fassyole! Blacko from londn',?
173,'So are you guys asking that i get that slippers again or its gone with last year',?
174,'May b approve panalam...but it should have more posts..',?
175,'This message is brought to you by GMW Ltd. and is not connected to the',?
176,'Sent me ur email id soon',?
177,'Ok, be careful ! Dont text and drive !',?
178,'Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1',?
179,'Science tells that chocolate will melt under the sunlight. Please dont walk under the sunlight. BCoz,I dont want to loss a sweet friend.',?
180,'I have a rather prominent bite mark on my right cheek',?
181,'Love that holiday Monday feeling even if I have to go to the dentists in an hour',?
182,'What???? Hello wats talks email address?',?
183,'I thought id get him a watch, just cos thats the kind of thing u get4an18th. And he loves so much!',?
184,'Ay wana meet on sat?ü wkg on sat?',?
185,'You can never do NOTHING',?
186,'swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care.',?
187,'By monday next week. Give me the full gist',?
188,'I only work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?',?
189,'Any pain on urination any thing else?',?
190,'Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n',?
191,'I havent forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too',?
192,'Hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! Hope to see you soon love and kisses xxx',?
193,'Thats cool, Ill come by like  &lt;#&gt; ish',?
194,'Smith waste da.i wanna gayle.',?
195,'HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x',?
196,'Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just £1.50 per wk 2 opt out send STOP 08452810071 16',?
197,'Are you this much buzy',?
198,'You might want to pull out more just in case and just plan on not spending it if you can, I dont have much confidence in derek and taylors money management',?
199,'Early bird! Any purchases yet?',?
200,'our mobile number has won £5000, to claim calls us back or ring the claims hot line on 09050005321.',?
201,'Do you want bold 2 or bb torch',?
202,'Okie',?
203,'Are you going to write ccna exam this week??',?
204,'Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..',?
205,'Maybe westshore or hyde park village, the place near my house?',?
206,'<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.',?
207,'Storming msg: Wen u lift d phne, u say "HELLO" Do u knw wt is d real meaning of HELLO?? . . . Its d name of a girl..! . . . Yes.. And u knw who is dat girl?? "Margaret Hello" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@',?
208,'Ok then u tell me wat time u coming later lor.',?
209,'Im reading the text i just sent you. Its meant to be a joke. So read it in that light',?
210,'Jus ans me lar. Ull noe later.',?
211,'Happy new years melody!',?
212,'If I die I want u to have all my stuffs.',?
213,'NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;',?
214,'Im not coming over, do whatever you want',?
215,'i dnt wnt to tlk wid u',?
216,'Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime',?
217,'Hey we can go jazz power yoga hip hop kb and yogasana ',?
218,'I told her I had a Dr appt next week. She thinks Im gonna die. I told her its just a check. Nothing to be worried about. But she didnt listen.',?
219,'Ahhh. Work. I vaguely remember that! What does it feel like? Lol',?
220,'I sent you the prices and do you mean the  &lt;#&gt; g,',?
221,'Love you aathi..love u lot..',?
222,'Thanx 4 the time weve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx',?
223,'Would you like to see my XXX pics they are so hot they were nearly banned in the uk!',?
224,' says that hes quitting at least5times a day so i wudnt take much notice of that. Nah, she didnt mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !',?
225,'ASKED 3MOBILE IF 0870 CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L8ER GOT MEGA BILL. 3 DONT GIV A SHIT. BAILIFF DUE IN DAYS. I O £250 3 WANT £800',?
226,'We will meet soon princess! Ttyl!',?
227,'URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM',?
228,'Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:',?
229,'I am taking you for italian food. How about a pretty dress with no panties? :)',?
230,'Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL',?
231,'Were on the opposite side from where we dropped you off',?
232,'Night sweet, sleep well! Ive just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs! ',?
233,'And stop being an old man. You get to build snowman snow angels and snowball fights.',?
234,'Yes but can we meet in town cos will go to gep and then home. You could text at bus stop. And dont worry well have finished by march … ish!',?
235,'And of course you should make a stink!',?
236,'Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p',?
237,'Very hurting n meaningful lines ever: "I compromised everything for my love, But at d end my love compromised me for everything:-(".. Gud mornin:-)',?
238,'Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.',?
239,'Nice line said by a broken heart- Plz dont cum 1 more times infront of me... Other wise once again I ll trust U... Good 9t:)',?
240,'Yo, the game almost over? Want to go to walmart soon',?
241,'They can try! They can get lost, in fact. Tee hee',?
242,'"Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry"',?
243,'Sir, I need AXIS BANK account no and bank address.',?
244,'An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen ull knw the truth ull hate urself:-( Gn:-)',?
245,'How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.Im knackered and im dreading work tonight. What are thou upto tonight. X',?
246,'Yes! I am a one woman man! Please tell me your likes and dislikes in bed...',?
247,'Then cant get da laptop? My matric card wif ü lei... ',?
248,'Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.',?
249,'Therell be a minor shindig at my place later tonight, you interested?',?
250,'Did you say bold, then torch later. Or one torch and 2bold?',?
251,'URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893',?
252,'But im really really broke oh. No amount is too small even  &lt;#&gt; ',?
253,'Just normal only here :)',?
254,'My sister got placed in birla soft da:-)',?
255,'You could have seen me..i didt recognise you Face.:)',?
256,'I love to wine and dine my lady!',?
257,'Fuuuuck I need to stop sleepin, sup',?
258,'YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+',?
259,'Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:"if it is made by my students,this wont even start........ Datz confidence..',?
260,'what are your new years plans?',?
261,'Lol I have to take it. member how I said my aunt flow didnt visit for 6 months? Its cause I developed ovarian cysts. Bc is the only way to shrink them.',?
262,'Thanks, Ill keep that in mind',?
263,'What class of  &lt;#&gt;  reunion?',?
264,'Sorry about that this is my mates phone and i didnt write it love Kate',?
265,'Guessin you aint gonna be here before 9?',?
266,'I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.',?
267,'U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription',?
268,'Sorry i missed your call. Can you please call back.',?
269,'Hey! Theres veggie pizza... :/',?
270,'And maybe some pressies',?
271,'When ü login dat time... Dad fetching ü home now?',?
272,'Easy ah?sen got selected means its good..',?
273,'Were done...',?
274,'No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.',?
275,'Im in inside office..still filling forms.don know when they leave me.',?
276,'My uncles in Atlanta. Wish you guys a great semester.',?
277,'4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt',?
278,'Ok i juz receive..',?
279,'Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804',?
280,'Dont let studying stress you out. L8r.',?
281,'Haha... dont be angry with yourself... Take it as a practice for the real thing. =) ',?
282,'Finish already... Yar they keep saying i mushy... I so embarrassed ok...',?
283,'Ok which your another number',?
284,'Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.',?
285,'I am literally in bed and have been up for like  &lt;#&gt;  hours',?
286,'Aiyah e rain like quite big leh. If drizzling i can at least run home.',?
287,'Awesome, text me when youre restocked',?
288,'Sorry, Ill call later',?
289,'Yeah right! Ill bring my tape measure fri!',?
290,'Dont gimme that lip caveboy',?
291,'Wat r u doing?',?
292,'Now im going for lunch.',?
293,'Shall call now dear having food',?
294,'Lol I would but despite these cramps I like being a girl.',?
295,'Yo, you around? Just got my car back',?
296,'Pls confirm the time to collect the cheque.',?
297,'A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND',?
298,'Sweet heart how are you?',?
299,'Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of terrorist to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.',?
300,'Whats a feathery bowa? Is that something guys have that I dont know about?',?
301,'Congratulations - Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate',?
302,'How long does it take to get it.',?
303,'Not yet. Just id like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?',?
304,'HMM yeah if your not too grooved out! And im looking forward to my pound special :)',?
305,'You call him now ok i said call him',?
306,'S...from the training manual it show there is no tech process:)its all about password reset and troubleshooting:)',?
307,'I think your mentor is , but not 100 percent sure.',?
308,'No she didnt. I will search online and let you know.',?
309,'I cant pick the phone right now. Pls send a message',?
310,'Got it! It looks scrumptious... daddy wants to eat you all night long!',?
311,'Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.',?
312,'Thank god they are in bed!',?
313,'Cool, text me when you head out',?
314,'Its a great day. Do have yourself a beautiful one.',?
315,'Pls send me a comprehensive mail about who im paying, when and how much.',?
316,'Wat time r ü going to xins hostel?',?
317,'You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+',?
318,'Are you the cutest girl in the world or what',?
319,'Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply.',?
320,'Prabha..im soryda..realy..frm heart im sory',?
321,'But really quite funny lor wat... Then u shd haf run shorter distance wat...',?
322,'Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.',?
323,'Thanks da thangam, i feel very very happy dear. I also miss you da.',?
324,'Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you.',?
325,'Jokin only lar... :-) depends on which phone my father can get lor...',?
326,'Hey so whats the plan this sat? ',?
327,'87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077',?
328,' gonna let me know cos comes bak from holiday that day.  is coming. Dont4get2text me  number. ',?
329,'All will come alive.better correct any good looking figure there itself..',?
330,'Hi di is yijue were meeting at 7 pm at esaplanade tonight.',?
331,'Rats. Hey did u ever vote for the next themes?',?
332,'Noooooooo please. Last thing I need is stress. For once in your life be fair.',?
333,'Its that time of the week again, ryan',?
334,'CERI U REBEL! SWEET DREAMZ ME LITTLE BUDDY!! C YA 2MORO! WHO NEEDS BLOKES',?
335,'I love your ass! Do you enjoy doggy style? :)',?
336,'Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...',?
337,'Nah man, my car is meant to be crammed full of people',?
338,'His bday real is in april .',?
339,'Please CALL 08712402779 immediately as there is an urgent message waiting for you',?
340,'I always chat with you. In fact i need money can you raise me?',?
341,'K, text me when youre on the way',?
342,'Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The "sleep on a couch" link you sent me ... Wasnt that how you went on your trip ? Oh ... And didnt your babe go with you for that celebration with your rents?',?
343,'Yar lor wait 4 my mum 2 finish sch then have lunch lor... I whole morning stay at home clean my room now my room quite clean... Hee...',?
344,'U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599',?
345,'C movie is juz last minute decision mah. Juz watch 2 lar but i tot ü not interested.',?
346,'Yes:)here tv is always available in work place..',?
347,'Ok...',?
348,'Watching tv now. I got new job :)',?
349,'Im home, my love ... If your still awake ... *loving kiss*',?
350,'So what about you. What do you remember',?
351,'No, but you told me you were going, before you got drunk!',?
352,'Much better now thanks lol',?
353,'K.:)you are the only girl waiting in reception ah?',?
354,'sir, you will receive the account no another 1hr time. Sorry for the delay.',?
