@relation 'sms_spam-weka.filters.unsupervised.attribute.StringToWordVector-R-PstwAttribute_-W2000-prune-rate-1.0-C-N0-L-stemmerweka.core.stemmers.NullStemmer-M1-tokenizerweka.core.tokenizers.WordTokenizer -delimiters \" \\r\\n\\t.,;:\\\'\\\"()?!\"'

@attribute id numeric
@attribute text string
@attribute class {ham,spam}

@data
{0 36,1 'Pls call me da. What happen.',2 ?}
{0 37,1 'Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am',2 ?}
{0 38,1 '1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)',2 ?}
{0 39,1 'Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow',2 ?}
{0 40,1 'Hey tmr maybe can meet you at yck',2 ?}
{0 41,1 'Oh great. I.ll disturb him more so that we can talk.',2 ?}
{0 42,1 'Miss ya, need ya, want ya, love ya.',2 ?}
{0 43,1 'Yes obviously, but you are the eggs-pert and the potato head… Speak soon! ',2 ?}
{0 44,1 'Pls whats the full name of jokes school cos fees in university of florida seem to actually be  &lt;#&gt; k. Pls holla back',2 ?}
{0 45,1 'Tell them u have a headache and just want to use 1 hour of sick time.',2 ?}
{0 46,1 'Alright took the morphine. Back in yo.',2 ?}
{0 47,1 'Oh ho. Is this the first time u use these type of words',2 ?}
{0 48,1 'For your chance to WIN a FREE Bluetooth Headset then simply reply back with \"ADP\"',2 ?}
{0 49,1 'Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck? ',2 ?}
{0 50,1 'Hi. Im sorry i missed your call. Can you pls call back.',2 ?}
{0 51,1 'Package all your programs well',2 ?}
{0 52,1 'Were trying to find a Chinese food place around here',2 ?}
{0 53,1 'Full heat pa:-) i have applyed oil pa.',2 ?}
{0 54,1 'No dear i do have free messages without any recharge. Hi hi hi',2 ?}
{0 55,1 'I dont knw pa, i just drink milk..',2 ?}
{0 56,1 '1000s flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!',2 ?}
{0 57,1 '\"Hey j! r u feeling any better, hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx\"',2 ?}
{0 58,1 '\"Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx\"',2 ?}
{0 59,1 'Sure but since my parents will be working on Tuesday I dont really need a cover story',2 ?}
{0 60,1 'Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?',2 ?}
{0 61,1 'That one week leave i put know that time. Why.',2 ?}
{0 62,1 'Yeah confirmed for you staying at  that weekend',2 ?}
{0 63,1 'Lol no. Just trying to make your day a little more interesting',2 ?}
{0 64,1 'FreeMsg Why havent you replied to my text? Im Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end',2 ?}
{0 65,1 'You also didnt get na hi hi hi hi hi',2 ?}
{0 66,1 'HEY MATE! HOWS U HONEY?DID U AVE GOOD HOLIDAY? GIMMI DE GOSS!x',2 ?}
{0 67,1 'You have won a guaranteed 32000 award or maybe even £1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???',2 ?}
{0 68,1 'Probably, want to pick up more?',2 ?}
{0 69,1 'U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?',2 ?}
{0 70,1 'You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm',2 ?}
{0 71,1 'I finished my lunch already. U wake up already?',2 ?}
{0 72,1 'Thats good, because I need drugs',2 ?}
{0 73,1 '* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! Whens yours, i cant remember.',2 ?}
{0 74,1 'Pls speak with me. I wont ask anything other then you friendship.',2 ?}
{0 75,1 'S:)but he had some luck.2 catches put down:)',2 ?}
{0 76,1 'Actually im waiting for 2 weeks when they start putting ad.',2 ?}
{0 77,1 'SMS. ac sun0819 posts HELLO:\"You seem cool, wanted to say hi. HI!!!\" Stop? Send STOP to 62468',2 ?}
{0 78,1 'It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c',2 ?}
{0 79,1 'Wah lucky man... Then can save money... Hee...',2 ?}
{0 80,1 'Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe',2 ?}
{0 81,1 'Somebody should go to andros and steal ice',2 ?}
{0 82,1 'Sad story of a Man - Last week was my bday. My Wife didnt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said,  Happy Bday Boss !!. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said, do u mind if I go into the bedroom for a minute ?  OK, I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... .....  NAKED...!',2 ?}
{0 83,1 'Ok no prob...',2 ?}
{0 84,1 'Dear good morning how you feeling dear',2 ?}
{0 85,1 'How are you doing. Hows the queen. Are you going for the royal wedding',2 ?}
{0 86,1 'Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Whos It? Reply With Reason, If U r Brilliant.',2 ?}
{0 87,1 'Love you aathi..love u lot..',2 ?}
{0 88,1 'Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor...',2 ?}
{0 89,1 'Ard 530 lor. I ok then message ü lor.',2 ?}
{0 90,1 'K actually can you guys meet me at the sunoco on howard? It should be right on the way',2 ?}
{0 91,1 'Sorry, I cant help you on this.',2 ?}
{0 92,1 'Tunji, hows the queen? how are you doing. This is just wishing you a great day. Abiola.',2 ?}
{0 93,1 'Im ok. Will do my part tomorrow',2 ?}
{0 94,1 'Thought we could go out for dinner. Ill treat you! Seem ok?',2 ?}
{0 95,1 'Yes, my reg is  Ciao!',2 ?}
{0 96,1 'You know what hook up means right?',2 ?}
{0 97,1 'Then ü wait 4 me at bus stop aft ur lect lar. If i dun c ü then i go get my car then come back n pick ü.',2 ?}
{0 98,1 'Wat time liao, where still got.',2 ?}
{0 99,1 'Do you know when the result.',2 ?}
{0 100,1 'Not planned yet :)going to join company on jan 5 only.don know what will happen after that.',2 ?}
{0 101,1 'Gosh that , what a pain. Spose I better come then.',2 ?}
{0 102,1 'Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56',2 ?}
{0 103,1 'Imagine Life WITHOUT ME... see.. How fast u are searching me?Dont worry.. lm always there To disturb U.. Goodnoon..:)',2 ?}
{0 104,1 'K, I might come by tonight then if my class lets out early',2 ?}
{0 105,1 'K go and sleep well. Take rest:-).',2 ?}
{0 106,1 'Awesome, plan to get here any time after like  &lt;#&gt; , Ill text you details in a wee bit',2 ?}
{0 107,1 'Moji i love you more than words. Have a rich day',2 ?}
{0 108,1 'Understand. his loss is my gain :) so do you work? School?',2 ?}
{0 109,1 'Twinks, bears, scallies, skins and jocks are calling now. Dont miss the weekends fun. Call 08712466669 at 10p/min. 2 stop texts call 08712460324(nat rate)',2 ?}
{0 110,1 'You dont know you jabo me abi.',2 ?}
{0 111,1 'U repeat e instructions again. Wats e road name of ur house?',2 ?}
{0 112,1 'Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo',2 ?}
{0 113,1 'Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.',2 ?}
{0 114,1 'Ok.ok ok..then..whats ur todays plan',2 ?}
{0 115,1 'Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i havent done any of y stuff42moro and that includes all my time sheets and that. Sorry. ',2 ?}
{0 116,1 'Nimbomsons. Yep phone knows that one. Obviously, cos thats a real word',2 ?}
{0 117,1 'It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And shell be able to deliver and have basic care. Im currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.',2 ?}
{0 118,1 'Ok... But bag again..',2 ?}
{0 119,1 'The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL',2 ?}
{0 120,1 'Ugh hopefully the asus ppl dont randomly do a reformat.',2 ?}
{0 121,1 'Sure, Ill see if I can come by in a bit',2 ?}
{0 122,1 'House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..',2 ?}
{0 123,1 'Sending you greetings of joy and happiness. Do have a gr8 evening',2 ?}
{0 124,1 'Does daddy have a bb now.',2 ?}
{0 125,1 'Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or £10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+',2 ?}
{0 126,1 'I want to send something that can sell fast.  &lt;#&gt; k is not easy money.',2 ?}
{0 127,1 'I dont have anybodys number, I still havent thought up a tactful way to ask alex',2 ?}
{0 128,1 'Am going to take bath ill place the key in window:-)',2 ?}
{0 129,1 'Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later.',2 ?}
{0 130,1 'Wish u many many returns of the day.. Happy birthday vikky..',2 ?}
{0 131,1 'Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat... ',2 ?}
{0 132,1 'Ok no prob. Take ur time.',2 ?}
{0 133,1 'Rightio. 11.48 it is then. Well arent we all up bright and early this morning.',2 ?}
{0 134,1 'Wewa is 130. Iriver 255. All 128 mb.',2 ?}
{0 135,1 'Lol thats different. I dont go trying to find every real life photo you ever took.',2 ?}
{0 136,1 'Sac needs to carry on:)',2 ?}
{0 137,1 'FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone',2 ?}
{0 138,1 'YO YO YO BYATCH WHASSUP?',2 ?}
{0 139,1 '+123 Congratulations - in this weeks competition draw u have won the £1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm',2 ?}
{0 140,1 'Hey elaine, is todays meeting still on?',2 ?}
{0 141,1 'Sounds like a plan! Cardiff is still here and still cold! Im sitting on the radiator!',2 ?}
{0 142,1 'Thank you baby! I cant wait to taste the real thing...',2 ?}
{0 143,1 'He said i look pretty wif long hair wat. But i thk hes cutting quite short 4 me leh.',2 ?}
{0 144,1 'I dont thnk its a wrong calling between us',2 ?}
{0 145,1 'After the drug she will be able to eat.',2 ?}
{0 146,1 'This is the 2nd time we have tried 2 contact u. U have won the £750 Pound prize. 2 claim is easy, call 087187272008 NOW1! Only 10p per minute. BT-national-rate.',2 ?}
{0 147,1 'Will do, you gonna be at blakes all night? I might be able to get out of here a little early',2 ?}
{0 148,1 'Rock yr chik. Get 100s of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel',2 ?}
{0 149,1 'Ü dun need to pick ur gf?',2 ?}
{0 150,1 'Sorry da thangam.its my mistake.',2 ?}
{0 151,1 'December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 ',2 ?}
{0 152,1 'XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL',2 ?}
{0 153,1 'Oh, my love, its soooo good to hear from you. Omg I missed you so much today. Im sorry your having problems with the provider but thank you for tming me',2 ?}
{0 154,1 'Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.',2 ?}
{0 155,1 'Then u drive lor.',2 ?}
{0 156,1 'Yar lor actually we quite fast... Cos da ge slow wat... Haha...',2 ?}
{0 157,1 'Want to finally have lunch today?',2 ?}
{0 158,1 'Im gonna rip out my uterus.',2 ?}
{0 159,1 'Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468',2 ?}
{0 160,1 'Am i that much dirty fellow?',2 ?}
{0 161,1 '* Will have two more cartons off u and is very pleased with shelves',2 ?}
{0 162,1 'When u wana see it then',2 ?}
{0 163,1 'I came hostel. I m going to sleep. Plz call me up before class. Hrishi.',2 ?}
{0 164,1 'URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only',2 ?}
{0 165,1 'I dont know u and u dont know me. Send CHAT to 86688 now and lets find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.',2 ?}
{0 166,1 'Yup ok...',2 ?}
{0 167,1 'Can come my room but cannot come my house cos my house still messy... Haha...',2 ?}
{0 168,1 'Wishing you and your family Merry \"X\" mas and HAPPY NEW Year in advance..',2 ?}
{0 169,1 '\"Life is nothing wen v get everything\". But \"life is everything wen v miss something \". Real value of people wil be realized only in their absence.... gud mrng',2 ?}
{0 170,1 'U can call me now...',2 ?}
{0 171,1 'Unfortunately ive just found out that we have to pick my sister up from the airport that evening so dont think ill be going out at all. We should try to go out one of th',2 ?}
{0 172,1 'Ding me on ya break fassyole! Blacko from londn',2 ?}
{0 173,1 'So are you guys asking that i get that slippers again or its gone with last year',2 ?}
{0 174,1 'May b approve panalam...but it should have more posts..',2 ?}
{0 175,1 'This message is brought to you by GMW Ltd. and is not connected to the',2 ?}
{0 176,1 'Sent me ur email id soon',2 ?}
{0 177,1 'Ok, be careful ! Dont text and drive !',2 ?}
{0 178,1 'Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1',2 ?}
{0 179,1 'Science tells that chocolate will melt under the sunlight. Please dont walk under the sunlight. BCoz,I dont want to loss a sweet friend.',2 ?}
{0 180,1 'I have a rather prominent bite mark on my right cheek',2 ?}
{0 181,1 'Love that holiday Monday feeling even if I have to go to the dentists in an hour',2 ?}
{0 182,1 'What???? Hello wats talks email address?',2 ?}
{0 183,1 'I thought id get him a watch, just cos thats the kind of thing u get4an18th. And he loves so much!',2 ?}
{0 184,1 'Ay wana meet on sat?ü wkg on sat?',2 ?}
{0 185,1 'You can never do NOTHING',2 ?}
{0 186,1 'swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care.',2 ?}
{0 187,1 'By monday next week. Give me the full gist',2 ?}
{0 188,1 'I only work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?',2 ?}
{0 189,1 'Any pain on urination any thing else?',2 ?}
{0 190,1 'Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n',2 ?}
{0 191,1 'I havent forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too',2 ?}
{0 192,1 'Hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! Hope to see you soon love and kisses xxx',2 ?}
{0 193,1 'Thats cool, Ill come by like  &lt;#&gt; ish',2 ?}
{0 194,1 'Smith waste da.i wanna gayle.',2 ?}
{0 195,1 'HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x',2 ?}
{0 196,1 'Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just £1.50 per wk 2 opt out send STOP 08452810071 16',2 ?}
{0 197,1 'Are you this much buzy',2 ?}
{0 198,1 'You might want to pull out more just in case and just plan on not spending it if you can, I dont have much confidence in derek and taylors money management',2 ?}
{0 199,1 'Early bird! Any purchases yet?',2 ?}
{0 200,1 'our mobile number has won £5000, to claim calls us back or ring the claims hot line on 09050005321.',2 ?}
{0 201,1 'Do you want bold 2 or bb torch',2 ?}
{0 202,1 Okie,2 ?}
{0 203,1 'Are you going to write ccna exam this week??',2 ?}
{0 204,1 'Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..',2 ?}
{0 205,1 'Maybe westshore or hyde park village, the place near my house?',2 ?}
{0 206,1 '<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.',2 ?}
{0 207,1 'Storming msg: Wen u lift d phne, u say \"HELLO\" Do u knw wt is d real meaning of HELLO?? . . . Its d name of a girl..! . . . Yes.. And u knw who is dat girl?? \"Margaret Hello\" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@',2 ?}
{0 208,1 'Ok then u tell me wat time u coming later lor.',2 ?}
{0 209,1 'Im reading the text i just sent you. Its meant to be a joke. So read it in that light',2 ?}
{0 210,1 'Jus ans me lar. Ull noe later.',2 ?}
{0 211,1 'Happy new years melody!',2 ?}
{0 212,1 'If I die I want u to have all my stuffs.',2 ?}
{0 213,1 'NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;',2 ?}
{0 214,1 'Im not coming over, do whatever you want',2 ?}
{0 215,1 'i dnt wnt to tlk wid u',2 ?}
{0 216,1 'Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime',2 ?}
{0 217,1 'Hey we can go jazz power yoga hip hop kb and yogasana ',2 ?}
{0 218,1 'I told her I had a Dr appt next week. She thinks Im gonna die. I told her its just a check. Nothing to be worried about. But she didnt listen.',2 ?}
{0 219,1 'Ahhh. Work. I vaguely remember that! What does it feel like? Lol',2 ?}
{0 220,1 'I sent you the prices and do you mean the  &lt;#&gt; g,',2 ?}
{0 221,1 'Love you aathi..love u lot..',2 ?}
{0 222,1 'Thanx 4 the time weve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx',2 ?}
{0 223,1 'Would you like to see my XXX pics they are so hot they were nearly banned in the uk!',2 ?}
{0 224,1 ' says that hes quitting at least5times a day so i wudnt take much notice of that. Nah, she didnt mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !',2 ?}
{0 225,1 'ASKED 3MOBILE IF 0870 CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L8ER GOT MEGA BILL. 3 DONT GIV A SHIT. BAILIFF DUE IN DAYS. I O £250 3 WANT £800',2 ?}
{0 226,1 'We will meet soon princess! Ttyl!',2 ?}
{0 227,1 'URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM',2 ?}
{0 228,1 'Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:',2 ?}
{0 229,1 'I am taking you for italian food. How about a pretty dress with no panties? :)',2 ?}
{0 230,1 'Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL',2 ?}
{0 231,1 'Were on the opposite side from where we dropped you off',2 ?}
{0 232,1 'Night sweet, sleep well! Ive just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs! ',2 ?}
{0 233,1 'And stop being an old man. You get to build snowman snow angels and snowball fights.',2 ?}
{0 234,1 'Yes but can we meet in town cos will go to gep and then home. You could text at bus stop. And dont worry well have finished by march … ish!',2 ?}
{0 235,1 'And of course you should make a stink!',2 ?}
{0 236,1 'Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p',2 ?}
{0 237,1 'Very hurting n meaningful lines ever: \"I compromised everything for my love, But at d end my love compromised me for everything:-(\".. Gud mornin:-)',2 ?}
{0 238,1 'Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.',2 ?}
{0 239,1 'Nice line said by a broken heart- Plz dont cum 1 more times infront of me... Other wise once again I ll trust U... Good 9t:)',2 ?}
{0 240,1 'Yo, the game almost over? Want to go to walmart soon',2 ?}
{0 241,1 'They can try! They can get lost, in fact. Tee hee',2 ?}
{0 242,1 '\"Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry\"',2 ?}
{0 243,1 'Sir, I need AXIS BANK account no and bank address.',2 ?}
{0 244,1 'An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen ull knw the truth ull hate urself:-( Gn:-)',2 ?}
{0 245,1 'How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.Im knackered and im dreading work tonight. What are thou upto tonight. X',2 ?}
{0 246,1 'Yes! I am a one woman man! Please tell me your likes and dislikes in bed...',2 ?}
{0 247,1 'Then cant get da laptop? My matric card wif ü lei... ',2 ?}
{0 248,1 'Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.',2 ?}
{0 249,1 'Therell be a minor shindig at my place later tonight, you interested?',2 ?}
{0 250,1 'Did you say bold, then torch later. Or one torch and 2bold?',2 ?}
{0 251,1 'URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893',2 ?}
{0 252,1 'But im really really broke oh. No amount is too small even  &lt;#&gt; ',2 ?}
{0 253,1 'Just normal only here :)',2 ?}
{0 254,1 'My sister got placed in birla soft da:-)',2 ?}
{0 255,1 'You could have seen me..i didt recognise you Face.:)',2 ?}
{0 256,1 'I love to wine and dine my lady!',2 ?}
{0 257,1 'Fuuuuck I need to stop sleepin, sup',2 ?}
{0 258,1 'YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+',2 ?}
{0 259,1 'Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:\"if it is made by my students,this wont even start........ Datz confidence..',2 ?}
{0 260,1 'what are your new years plans?',2 ?}
{0 261,1 'Lol I have to take it. member how I said my aunt flow didnt visit for 6 months? Its cause I developed ovarian cysts. Bc is the only way to shrink them.',2 ?}
{0 262,1 'Thanks, Ill keep that in mind',2 ?}
{0 263,1 'What class of  &lt;#&gt;  reunion?',2 ?}
{0 264,1 'Sorry about that this is my mates phone and i didnt write it love Kate',2 ?}
{0 265,1 'Guessin you aint gonna be here before 9?',2 ?}
{0 266,1 'I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.',2 ?}
{0 267,1 'U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription',2 ?}
{0 268,1 'Sorry i missed your call. Can you please call back.',2 ?}
{0 269,1 'Hey! Theres veggie pizza... :/',2 ?}
{0 270,1 'And maybe some pressies',2 ?}
{0 271,1 'When ü login dat time... Dad fetching ü home now?',2 ?}
{0 272,1 'Easy ah?sen got selected means its good..',2 ?}
{0 273,1 'Were done...',2 ?}
